t_s,ax_g,ay_g,az_g,speed_kph
0.650660,0.02196,0.00830,0.00049,0.0000
0.651861,0.02733,0.01220,-0.00390,0.0000
0.653061,0.02489,0.00927,0.00195,0.0000
0.654262,0.02830,0.00781,-0.00049,0.0000
0.655462,0.02635,0.00781,0.00342,0.0000
0.656663,0.02196,0.01415,0.00244,0.0000
0.657863,0.02538,0.00537,-0.00146,0.0000
0.659064,0.02879,0.00537,-0.00830,0.0000
0.660264,0.02147,0.01171,-0.00439,0.0000
0.661465,0.02342,0.00683,0.00000,0.0000
0.662665,0.02294,0.00878,0.00634,0.0000
0.663866,0.02050,0.00830,0.00000,0.0000
0.665066,0.02782,0.01659,0.00195,0.0000
0.666267,0.02879,0.00781,-0.00000,0.0000
0.667467,0.02733,0.00781,-0.00781,0.0000
0.668667,0.02586,0.00878,0.00195,0.0000
0.669868,0.02489,0.01074,-0.00098,0.0000
0.671068,0.02586,0.01171,-0.00439,0.0000
0.672269,0.02294,0.00537,0.00195,0.0000
0.673469,0.02782,0.01122,-0.00000,0.0000
0.674670,0.02830,0.01562,0.00878,0.0000
0.675870,0.02782,0.00439,-0.00683,0.0000
0.677071,0.02342,0.01171,-0.00244,0.0000
0.678271,0.02538,0.01220,0.00000,0.0000
0.679472,0.02440,0.01025,-0.00098,0.0000
0.680672,0.03026,0.00927,0.00195,0.0000
0.681873,0.02538,0.00293,0.00244,0.0000
0.683073,0.01952,0.01366,0.00146,0.0000
0.684274,0.02635,0.00878,0.00000,0.0000
0.685474,0.03074,0.00927,-0.00195,0.0000
0.686675,0.02684,0.01366,0.00049,0.0000
0.687875,0.02782,0.00293,0.00293,0.0000
0.689076,0.02489,0.00976,0.00049,0.0000
0.690276,0.01903,0.01171,-0.00634,0.0000
0.691477,0.01952,0.01220,0.00488,0.0000
0.692677,0.02147,0.01171,-0.00146,0.0000
0.693878,0.02440,0.01610,0.00244,0.0000
0.695078,0.02586,0.01074,-0.00146,0.0000
0.696279,0.02684,0.01318,0.00342,0.0000
0.697479,0.02391,0.01220,-0.00098,0.0000
0.698679,0.02782,0.00537,0.00439,0.0000
0.699880,0.02440,0.00781,0.00390,0.0000
0.701080,0.02294,0.01610,-0.00195,0.0000
0.702281,0.02733,0.00927,-0.00878,0.0000
0.703481,0.02245,0.00976,0.00098,0.0000
0.704682,0.01659,0.00586,-0.00293,0.0000
0.705882,0.02196,0.00878,0.00293,0.0000
0.707083,0.02538,0.00586,0.00098,0.0000
0.708283,0.01562,0.00830,-0.00098,0.0000
0.709484,0.02391,0.01171,-0.00293,0.0000
0.710684,0.02391,0.00732,-0.00244,0.0000
0.711885,0.02050,0.00830,0.00439,0.0000
0.713085,0.02050,0.01415,0.00293,0.0000
0.714286,0.02342,0.01122,-0.00049,0.0000
0.715486,0.02342,0.01171,0.00098,0.0000
0.716687,0.02879,0.01318,0.00293,0.0000
0.717887,0.02635,0.00830,-0.00049,0.0000
0.719088,0.02050,0.00878,-0.00537,0.0000
0.720288,0.02245,0.00390,0.00488,0.0000
0.721489,0.02733,0.01220,-0.00098,0.0000
0.722689,0.03074,0.00927,-0.00195,0.0000
0.723890,0.02635,0.00976,0.00000,0.0000
0.725090,0.02586,0.00683,-0.00293,0.0000
0.726291,0.03074,0.01171,-0.00342,0.0000
0.727491,0.02489,0.01171,0.00049,0.0000
0.728691,0.02391,0.01074,-0.00195,0.0000
0.729892,0.02098,0.00537,0.00146,0.0000
0.731092,0.02342,0.00732,0.00146,0.0000
0.732293,0.03172,0.00976,0.00586,0.0000
0.733493,0.02050,0.00732,-0.00098,0.0000
0.734694,0.02489,0.01122,0.00049,0.0000
0.735894,0.02098,0.01318,-0.00146,0.0000
0.737095,0.02538,0.00781,0.00342,0.0000
0.738295,0.02782,0.00927,0.00146,0.0000
0.739496,0.02440,0.00781,0.00098,0.0000
0.740696,0.02733,0.01318,0.00586,0.0000
0.741897,0.02733,0.01269,0.00098,0.0000
0.743097,0.02635,0.01806,0.00098,0.0000
0.744298,0.03026,0.01025,-0.00390,0.0000
0.745498,0.02733,0.00732,-0.00537,0.0000
0.746699,0.02391,0.01122,-0.00146,0.0000
0.747899,0.02294,0.00927,0.00049,0.0000
0.749100,0.02245,0.01074,-0.00342,0.0000
0.750300,0.02635,0.01366,-0.00293,0.0000
0.751501,0.02391,0.00927,0.00244,0.0000
0.752701,0.03318,0.01220,-0.00146,0.0000
0.753902,0.03074,0.00342,-0.00146,0.0000
0.755102,0.02440,0.01318,-0.00098,0.0000
0.756303,0.02391,0.01025,-0.00342,0.0000
0.757503,0.03026,0.00927,0.00244,0.0000
0.758703,0.01952,0.00830,0.00439,0.0000
0.759904,0.02342,0.01415,0.00342,0.0000
0.761104,0.02782,0.00830,0.00488,0.0000
0.762305,0.02245,0.01366,-0.00586,0.0000
0.763505,0.02342,0.00830,0.00293,0.0000
0.764706,0.02391,0.01025,-0.00049,0.0000
0.765906,0.02684,0.01122,0.00439,0.0000
0.767107,0.02538,0.01610,-0.00195,0.0000
0.768307,0.02635,0.01074,0.00244,0.0000
0.769508,0.02684,0.01074,0.00537,0.0000
0.770708,0.02489,0.00976,0.00195,0.0000
0.771909,0.02830,0.00927,0.00049,0.0000
0.773109,0.02294,0.00830,-0.00049,0.0000
0.774310,0.02050,0.01562,0.00195,0.0000
0.775510,0.01952,0.01464,-0.00049,0.0000
0.776711,0.02001,0.00781,-0.00342,0.0000
0.777911,0.02342,0.01074,0.00195,0.0000
0.779112,0.02830,0.00634,0.00537,0.0000
0.780312,0.02538,0.01269,0.00146,0.0000
0.781513,0.02342,0.01220,0.00342,0.0000
0.782713,0.02196,0.01025,0.00390,0.0000
0.783914,0.02342,0.00781,0.00049,0.0000
0.785114,0.02391,0.01220,0.00000,0.0000
0.786315,0.02342,0.01171,-0.00244,0.0000
0.787515,0.02050,0.00927,0.00098,0.0000
0.788715,0.02342,0.01220,0.00195,0.0000
0.789916,0.02782,0.00586,-0.00244,0.0000
0.791116,0.01854,0.00830,-0.00049,0.0000
0.792317,0.02440,0.00732,0.00342,0.0000
0.793517,0.01854,0.01025,-0.00195,0.0000
0.794718,0.02538,0.01513,0.00244,0.0000
0.795918,0.02294,0.01025,0.00146,0.0000
0.797119,0.01854,0.01366,-0.00049,0.0000
0.798319,0.02538,0.00976,0.00293,0.0000
0.799520,0.03026,0.00878,0.00195,0.0000
0.800720,0.02538,0.01318,0.00000,0.0000
0.801921,0.02830,0.01171,0.00049,0.0000
0.803121,0.02489,0.01415,0.00146,0.0000
0.804322,0.01854,0.01318,0.00195,0.0000
0.805522,0.02635,0.00781,0.00146,0.0000
0.806723,0.02391,0.00244,0.00244,0.0000
0.807923,0.02050,0.01025,-0.00146,0.0000
0.809124,0.02733,0.00634,0.00488,0.0000
0.810324,0.02586,0.00586,-0.00000,0.0000
0.811525,0.02342,0.00537,-0.00049,0.0000
0.812725,0.02782,0.00830,0.00439,0.0000
0.813926,0.02245,0.00927,0.00342,0.0000
0.815126,0.02684,0.01025,-0.00537,0.0000
0.816327,0.02196,0.01610,0.00000,0.0000
0.817527,0.02684,0.00634,0.00244,0.0000
0.818727,0.02147,0.00976,0.00195,0.0000
0.819928,0.02928,0.00634,-0.00488,0.0000
0.821128,0.02586,0.00683,-0.00195,0.0000
0.822329,0.02928,0.01025,-0.00195,0.0000
0.823529,0.02245,0.01122,0.00195,0.0000
0.824730,0.02342,0.00634,0.00293,0.0000
0.825930,0.02733,0.01366,0.00146,0.0000
0.827131,0.01659,0.00732,0.00000,0.0000
0.828331,0.02196,0.01269,-0.00195,0.0000
0.829532,0.02830,0.00976,0.00342,0.0000
0.830732,0.02635,0.01269,-0.00634,0.0000
0.831933,0.02782,0.01171,0.00195,0.0000
0.833133,0.02391,0.00927,0.00195,0.0000
0.834334,0.02684,0.01122,0.00098,0.0000
0.835534,0.02294,0.00586,0.00000,0.0000
0.836735,0.02098,0.00634,0.00049,0.0000
0.837935,0.02001,0.00878,0.00244,0.0000
0.839136,0.02342,0.01415,-0.00195,0.0000
0.840336,0.02342,0.00781,0.00244,0.0000
0.841537,0.02294,0.00830,0.00000,0.0000
0.842737,0.01415,0.01513,0.00049,0.0000
0.843938,0.01903,0.01025,-0.00781,0.0000
0.845138,0.02342,0.01025,-0.00390,0.0000
0.846339,0.02586,0.00683,-0.00049,0.0000
0.847539,0.02342,0.01025,-0.00195,0.0000
0.848739,0.02245,0.01171,0.00293,0.0000
0.849940,0.01806,0.00976,-0.00439,0.0000
0.851140,0.03123,0.01220,0.00390,0.0000
0.852341,0.02147,0.01122,0.00244,0.0000
0.853541,0.03026,0.01318,0.00098,0.0000
0.854742,0.02977,0.01269,-0.00146,0.0000
0.855942,0.02586,0.00976,-0.00342,0.0000
0.857143,0.02342,0.01269,-0.00342,0.0000
0.858343,0.02538,0.01562,-0.00195,0.0000
0.859544,0.02147,0.01074,0.00000,0.0000
0.860744,0.02586,0.00634,0.00195,0.0000
0.861945,0.02489,0.01074,0.00244,0.0000
0.863145,0.02635,0.00927,0.00342,0.0000
0.864346,0.02782,0.01757,0.00342,0.0000
0.865546,0.03026,0.01220,-0.00195,0.0000
0.866747,0.02391,0.00683,-0.00146,0.0000
0.867947,0.02830,0.00927,0.00342,0.0000
0.869148,0.02245,0.01415,-0.00244,0.0000
0.870348,0.02245,0.00634,0.00342,0.0000
0.871549,0.02294,0.00830,0.00049,0.0000
0.872749,0.02196,0.00976,-0.00390,0.0000
0.873950,0.02782,0.00976,0.00146,0.0000
0.875150,0.02782,0.00830,0.00098,0.0000
0.876351,0.02879,0.01025,-0.00244,0.0000
0.877551,0.02489,0.00586,-0.00683,0.0000
0.878752,0.02586,0.00830,0.00098,0.0000
0.879952,0.02342,0.00830,0.00146,0.0000
0.881152,0.02147,0.00927,0.00244,0.0000
0.882353,0.02635,0.00927,0.00146,0.0000
0.883553,0.02586,0.00976,-0.00195,0.0000
0.884754,0.02147,0.00878,-0.00488,0.0000
0.885954,0.02684,0.00878,-0.00000,0.0000
0.887155,0.02001,0.01122,0.00293,0.0000
0.888355,0.02440,0.01269,-0.00000,0.0000
0.889556,0.02294,0.01269,-0.00342,0.0000
0.890756,0.02342,0.00634,-0.00488,0.0000
0.891957,0.02196,0.01074,-0.00781,0.0000
0.893157,0.02782,0.01220,0.00098,0.0000
0.894358,0.02684,0.00927,0.00146,0.0000
0.895558,0.02879,0.01122,-0.00634,0.0000
0.896759,0.02538,0.00927,-0.00146,0.0000
0.897959,0.02098,0.01122,0.00439,0.0000
0.899160,0.02391,0.00537,-0.00634,0.0000
0.900360,0.02147,0.01122,0.00488,0.0000
0.901561,0.02635,0.00830,0.00390,0.0000
0.902761,0.02879,0.00781,0.00293,0.0000
0.903962,0.02586,0.00927,0.00146,0.0000
0.905162,0.02294,0.01269,0.00195,0.0000
0.906363,0.02391,0.01269,0.00195,0.0000
0.907563,0.02538,0.01074,0.00537,0.0000
0.908764,0.02050,0.01269,-0.00293,0.0000
0.909964,0.02538,0.00878,-0.00488,0.0000
0.911164,0.02538,0.00634,-0.00586,0.0000
0.912365,0.02342,0.00439,0.00098,0.0000
0.913565,0.02391,0.00976,0.00342,0.0000
0.914766,0.02538,0.00927,-0.00195,0.0000
0.915966,0.02245,0.01025,0.00146,0.0000
0.917167,0.02245,0.01025,0.00098,0.0000
0.918367,0.02733,0.01366,0.00390,0.0000
0.919568,0.02538,0.00732,0.00244,0.0000
0.920768,0.02977,0.00781,0.00146,0.0000
0.921969,0.02196,0.01562,-0.00195,0.0000
0.923169,0.01952,0.01220,-0.00098,0.0000
0.924370,0.02782,0.00878,0.00293,0.0000
0.925570,0.02782,0.00390,0.00049,0.0000
0.926771,0.02294,0.00732,0.00439,0.0000
0.927971,0.02050,0.00878,-0.00146,0.0000
0.929172,0.02489,0.00976,0.00293,0.0000
0.930372,0.01952,0.01025,-0.00049,0.0000
0.931573,0.02391,0.00927,0.00146,0.0000
0.932773,0.01854,0.01318,-0.00488,0.0000
0.933974,0.02440,0.00634,0.00244,0.0000
0.935174,0.01854,0.00927,-0.00244,0.0000
0.936375,0.02440,0.00781,0.00390,0.0000
0.937575,0.02928,0.01220,0.00293,0.0000
0.938776,0.02391,0.01025,-0.00146,0.0000
0.939976,0.02733,0.01220,0.00439,0.0000
0.941176,0.02294,0.01025,0.00488,0.0000
0.942377,0.02245,0.02098,0.00537,0.0000
0.943577,0.02050,0.01220,0.00390,0.0000
0.944778,0.02782,0.00781,-0.00098,0.0000
0.945978,0.02489,0.00976,0.00439,0.0000
0.947179,0.02977,0.00878,-0.00342,0.0000
0.948379,0.02147,0.01220,-0.00049,0.0000
0.949580,0.02440,0.01269,0.00146,0.0000
0.950780,0.02489,0.01122,-0.00439,0.0000
0.951981,0.02928,0.00927,0.00390,0.0000
0.953181,0.03026,0.00781,0.00195,0.0000
0.954382,0.02294,0.01464,-0.00000,0.0000
0.955582,0.02147,0.01318,-0.00634,0.0000
0.956783,0.01952,0.00098,-0.00195,0.0000
0.957983,0.02879,0.01025,0.00244,0.0000
0.959184,0.02440,0.00732,0.00244,0.0000
0.960384,0.02294,0.00878,-0.00244,0.0000
0.961585,0.02489,0.01513,-0.00342,0.0000
0.962785,0.01708,0.00634,0.00049,0.0000
0.963986,0.01952,0.00683,-0.00342,0.0000
0.965186,0.02782,0.01708,-0.00439,0.0000
0.966387,0.02586,0.00830,0.00439,0.0000
0.967587,0.02538,0.00927,0.00049,0.0000
0.968788,0.02196,0.01318,0.00146,0.0000
0.969988,0.02684,0.00830,-0.00049,0.0000
0.971188,0.03026,0.01025,0.00293,0.0000
0.972389,0.02098,0.01074,0.00293,0.0000
0.973589,0.02489,0.01415,-0.00049,0.0000
0.974790,0.02342,0.00537,-0.00098,0.0000
0.975990,0.02586,0.00732,-0.00098,0.0000
0.977191,0.02489,0.00976,0.00293,0.0000
0.978391,0.02440,0.01269,0.00049,0.0000
0.979592,0.02196,0.00830,-0.00342,0.0000
0.980792,0.02489,0.01122,0.00439,0.0000
0.981993,0.02294,0.00830,0.00049,0.0000
0.983193,0.02440,0.00878,0.00146,0.0000
0.984394,0.02489,0.01366,0.00439,0.0000
0.985594,0.02684,0.00927,0.00195,0.0000
0.986795,0.02294,0.01903,0.00244,0.0000
0.987995,0.02391,0.01122,-0.00000,0.0000
0.989196,0.02782,0.01318,0.00195,0.0000
0.990396,0.02440,0.01220,0.00293,0.0000
0.991597,0.02391,0.00537,0.00146,0.0000
0.992797,0.02733,0.00537,-0.00000,0.0000
0.993998,0.02586,0.01122,-0.00049,0.0000
0.995198,0.02489,0.00683,-0.00049,0.0000
0.996399,0.02538,0.00830,0.00098,0.0000
0.997599,0.02098,0.00878,-0.00098,0.0000
0.998800,0.02635,0.00732,0.00195,0.0000
1.000000,0.02879,0.01366,-0.00098,0.0000
1.001200,0.02635,0.01220,0.00342,0.0000
1.002401,0.02001,0.01074,0.00049,0.0000
1.003601,0.02586,0.01171,-0.00195,0.0000
1.004802,0.02196,0.00732,0.00146,0.0000
1.006002,0.02440,0.01269,-0.00293,0.0000
1.007203,0.02538,0.00732,0.00927,0.0000
1.008403,0.02147,0.01464,-0.00195,0.0000
1.009604,0.02879,0.00781,-0.00000,0.0000
1.010804,0.02489,0.00830,0.00439,0.0000
1.012005,0.02733,0.01366,-0.00146,0.0000
1.013205,0.02684,0.01171,-0.00244,0.0000
1.014406,0.02879,0.00732,-0.00293,0.0000
1.015606,0.02830,0.01171,0.00342,0.0000
1.016807,0.02050,0.00976,-0.00293,0.0000
1.018007,0.02489,0.01025,0.00537,0.0000
1.019208,0.01854,0.01171,0.00195,0.0000
1.020408,0.02342,0.01171,-0.00000,0.0000
1.021609,0.02684,0.01318,0.00342,0.0000
1.022809,0.02782,0.01122,0.00000,0.0000
1.024010,0.02879,0.01122,-0.00049,0.0000
1.025210,0.02391,0.00976,-0.00342,0.0000
1.026411,0.02586,0.01464,-0.00390,0.0000
1.027611,0.02538,0.00781,0.00098,0.0000
1.028812,0.02879,0.01562,-0.00586,0.0000
1.030012,0.02977,0.01659,-0.00439,0.0000
1.031212,0.02391,0.01659,-0.00439,0.0000
1.032413,0.03611,0.00976,-0.00000,0.0000
1.033613,0.02489,0.01610,-0.00390,0.0000
1.034814,0.02391,0.01366,-0.00049,0.0000
1.036014,0.02684,0.01318,0.00732,0.0000
1.037215,0.02733,0.02001,0.00000,0.0000
1.038415,0.02635,0.01074,0.00537,0.0000
1.039616,0.02294,0.01171,0.00049,0.0000
1.040816,0.02928,0.00634,-0.00342,0.0000
1.042017,0.02489,0.00342,-0.00195,0.0000
1.043217,0.02977,0.01074,-0.00195,0.0000
1.044418,0.02928,0.01122,0.00098,0.0000
1.045618,0.02098,0.01220,0.00195,0.0000
1.046819,0.02196,0.01074,0.00049,0.0000
1.048019,0.02196,0.00390,-0.00146,0.0000
1.049220,0.02586,0.01122,-0.00244,0.0000
1.050420,0.02489,0.01318,-0.00146,0.0000
1.051621,0.02586,0.01464,-0.00293,0.0000
1.052821,0.02245,0.00732,-0.00244,0.0000
1.054022,0.02635,0.00732,0.00732,0.0000
1.055222,0.02928,0.00781,0.00244,0.0000
1.056423,0.02098,0.00830,-0.00342,0.0000
1.057623,0.02440,0.00537,-0.00000,0.0000
1.058824,0.02586,0.00781,0.00098,0.0000
1.060024,0.02440,0.01464,-0.00049,0.0000
1.061224,0.02440,0.00683,-0.00195,0.0000
1.062425,0.03026,0.00439,0.00098,0.0000
1.063625,0.02879,0.00927,0.00000,0.0000
1.064826,0.02733,0.00830,0.00146,0.0000
1.066026,0.02245,0.01220,0.00293,0.0000
1.067227,0.03172,0.00781,-0.00195,0.0000
1.068427,0.02586,0.00927,0.00049,0.0000
1.069628,0.02342,0.00732,-0.00146,0.0000
1.070828,0.02391,0.00683,-0.00293,0.0000
1.072029,0.02342,0.01122,-0.00195,0.0000
1.073229,0.03123,0.01025,0.00049,0.0000
1.074430,0.02538,0.00976,-0.00195,0.0000
1.075630,0.02538,0.01171,-0.00293,0.0000
1.076831,0.01854,0.00732,-0.00244,0.0000
1.078031,0.02733,0.01025,0.00049,0.0000
1.079232,0.02196,0.01074,0.00390,0.0000
1.080432,0.02147,0.01366,0.00390,0.0000
1.081633,0.02684,0.00439,-0.00488,0.0000
1.082833,0.02245,0.00878,-0.00098,0.0000
1.084034,0.02733,0.01122,0.00146,0.0000
1.085234,0.02830,0.00830,-0.00146,0.0000
1.086435,0.01952,0.01025,-0.00049,0.0000
1.087635,0.02440,0.01220,-0.00293,0.0000
1.088836,0.02001,0.01122,0.00049,0.0000
1.090036,0.02489,0.00488,-0.00049,0.0000
1.091236,0.02782,0.00634,-0.00244,0.0000
1.092437,0.02098,0.00146,0.00146,0.0000
1.093637,0.03026,0.01171,0.00293,0.0000
1.094838,0.02391,0.01074,0.00146,0.0000
1.096038,0.02147,0.01415,-0.00342,0.0000
1.097239,0.02440,0.01025,0.00049,0.0000
1.098439,0.02733,0.00634,0.00244,0.0000
1.099640,0.02098,0.01318,0.00342,0.0000
1.100840,0.02489,0.00586,0.00342,0.0000
1.102041,0.02098,0.00976,0.00293,0.0000
1.103241,0.02879,0.00927,-0.00049,0.0000
1.104442,0.02538,0.01220,0.00146,0.0000
1.105642,0.02391,0.01269,0.00195,0.0000
1.106843,0.02782,0.00878,0.00049,0.0000
1.108043,0.02098,0.00781,0.00098,0.0000
1.109244,0.02391,0.00976,-0.00293,0.0000
1.110444,0.03026,0.00830,0.00098,0.0000
1.111645,0.02440,0.01269,-0.00146,0.0000
1.112845,0.02879,0.01122,-0.00049,0.0000
1.114046,0.02538,0.01415,0.00488,0.0000
1.115246,0.02294,0.01806,0.00049,0.0000
1.116447,0.02440,0.00732,0.00098,0.0000
1.117647,0.02538,0.00830,-0.00195,0.0000
1.118848,0.02391,0.01122,-0.00439,0.0000
1.120048,0.02245,0.01122,-0.00342,0.0000
1.121248,0.02245,0.00878,-0.00098,0.0000
1.122449,0.02050,0.00488,-0.00098,0.0000
1.123649,0.02538,0.01757,-0.00537,0.0000
1.124850,0.02635,0.01025,-0.00195,0.0000
1.126050,0.02733,0.00634,-0.00000,0.0000
1.127251,0.01952,0.00293,-0.00244,0.0000
1.128451,0.02733,0.01415,-0.00098,0.0000
1.129652,0.02489,0.01074,0.00049,0.0000
1.130852,0.02050,0.00976,0.00342,0.0000
1.132053,0.02538,0.00683,0.00098,0.0000
1.133253,0.02733,0.00976,0.00439,0.0000
1.134454,0.02635,0.00878,-0.00439,0.0000
1.135654,0.02733,0.00244,0.00390,0.0000
1.136855,0.02782,0.01806,-0.00049,0.0000
1.138055,0.02782,0.01122,0.00293,0.0000
1.139256,0.02489,0.00878,0.00586,0.0000
1.140456,0.01854,0.00683,0.00293,0.0000
1.141657,0.02245,0.00830,0.00098,0.0000
1.142857,0.02586,0.01708,0.00488,0.0000
1.144058,0.02342,0.01122,-0.00146,0.0000
1.145258,0.02684,0.00586,0.00293,0.0000
1.146459,0.02733,0.01269,0.00098,0.0000
1.147659,0.02489,0.01171,0.00098,0.0000
1.148860,0.03074,0.01171,-0.00195,0.0000
1.150060,0.02196,0.00976,0.00098,0.0000
1.151261,0.02782,0.00927,0.00098,0.0000
1.152461,0.02342,0.01074,-0.00000,0.0000
1.153661,0.02245,0.00927,0.00098,0.0000
1.154862,0.02684,0.00586,-0.00439,0.0000
1.156062,0.02294,0.00683,0.00293,0.0000
1.157263,0.02733,0.00976,-0.00098,0.0000
1.158463,0.02147,0.00537,0.00049,0.0000
1.159664,0.02489,0.00976,-0.00195,0.0000
1.160864,0.02245,0.00878,-0.00098,0.0000
1.162065,0.02440,0.01220,-0.00195,0.0000
1.163265,0.02391,0.01025,0.00342,0.0000
1.164466,0.02147,0.00927,-0.00244,0.0000
1.165666,0.02684,0.00927,-0.00244,0.0000
1.166867,0.02098,0.01122,-0.00049,0.0000
1.168067,0.02196,0.01269,-0.00342,0.0000
1.169268,0.02782,0.00683,-0.00293,0.0000
1.170468,0.02782,0.00537,0.00049,0.0000
1.171669,0.02684,0.00781,0.00098,0.0000
1.172869,0.02586,0.00293,0.00195,0.0000
1.174070,0.03172,0.00781,0.00146,0.0000
1.175270,0.02147,0.01269,-0.00244,0.0000
1.176471,0.02294,0.01318,-0.00293,0.0000
1.177671,0.02196,0.01464,0.00293,0.0000
1.178872,0.02782,0.01025,-0.00634,0.0000
1.180072,0.02586,0.01025,0.00049,0.0000
1.181273,0.02830,0.00830,0.00195,0.0000
1.182473,0.02782,0.00830,0.00342,0.0000
1.183673,0.02440,0.01074,0.00390,0.0000
1.184874,0.02245,0.01269,0.00293,0.0000
1.186074,0.02196,0.01122,0.00537,0.0000
1.187275,0.03172,0.00390,-0.00537,0.0000
1.188475,0.02782,0.01122,-0.00098,0.0000
1.189676,0.02684,0.00976,0.00098,0.0000
1.190876,0.02391,0.00830,-0.00683,0.0000
1.192077,0.02440,0.01025,-0.00244,0.0000
1.193277,0.02391,0.01269,0.00342,0.0000
1.194478,0.02391,0.01025,-0.00195,0.0000
1.195678,0.01757,0.00781,0.00293,0.0000
1.196879,0.02489,0.02001,0.00195,0.0000
1.198079,0.02391,0.00781,0.00342,0.0000
1.199280,0.02586,0.01122,0.00244,0.0000
1.200480,0.02538,0.01366,0.00146,0.0000
1.201681,0.02733,0.00732,0.00195,0.0000
1.202881,0.02489,0.01171,-0.00244,0.0000
1.204082,0.02733,0.00732,0.00488,0.0000
1.205282,0.01708,0.00927,-0.00049,0.0000
1.206483,0.02147,0.00781,-0.00244,0.0000
1.207683,0.03026,0.01513,0.00146,0.0000
1.208884,0.02147,0.00586,-0.00390,0.0000
1.210084,0.02391,0.01171,0.00634,0.0000
1.211285,0.02684,0.01025,0.00683,0.0000
1.212485,0.02245,0.00390,0.00342,0.0000
1.213685,0.02733,0.01513,-0.00293,0.0000
1.214886,0.02050,0.00830,0.00146,0.0000
1.216086,0.01903,0.00927,0.00098,0.0000
1.217287,0.02098,0.01074,-0.00146,0.0000
1.218487,0.02001,0.00732,-0.00098,0.0000
1.219688,0.02489,0.00781,0.00146,0.0000
1.220888,0.02391,0.00976,-0.00146,0.0000
1.222089,0.02586,0.00732,0.00000,0.0000
1.223289,0.02196,0.01025,0.00049,0.0000
1.224490,0.03270,0.01366,-0.00342,0.0000
1.225690,0.02489,0.00683,-0.00098,0.0000
1.226891,0.02489,0.00537,-0.00098,0.0000
1.228091,0.02635,0.00976,0.00488,0.0000
1.229292,0.02440,0.01122,0.00049,0.0000
1.230492,0.02294,0.01220,0.00146,0.0000
1.231693,0.02538,0.00683,0.00098,0.0000
1.232893,0.02782,0.00293,0.00000,0.0000
1.234094,0.02684,0.01269,0.00049,0.0000
1.235294,0.02782,0.01220,-0.00000,0.0000
1.236495,0.02342,0.01464,-0.00586,0.0000
1.237695,0.02245,0.00683,0.00049,0.0000
1.238896,0.03074,0.01171,-0.00146,0.0000
1.240096,0.02440,0.01318,-0.00049,0.0000
1.241297,0.02635,0.00439,-0.00244,0.0000
1.242497,0.02733,0.01318,-0.00244,0.0000
1.243697,0.02928,0.01415,0.00049,0.0000
1.244898,0.02098,0.01171,-0.00098,0.0000
1.246098,0.02342,0.01171,0.00049,0.0000
1.247299,0.02342,0.01220,0.00098,0.0000
1.248499,0.02391,0.00927,0.00000,0.0000
1.249700,0.01757,0.00537,0.00049,0.0000
1.250900,0.02489,0.00732,-0.00146,0.0000
1.252101,0.01610,0.00927,-0.00049,0.0000
1.253301,0.02586,0.00732,0.00195,0.0000
1.254502,0.02635,0.01318,-0.00049,0.0000
1.255702,0.02684,0.00878,0.00195,0.0000
1.256903,0.02147,0.00976,0.00049,0.0000
1.258103,0.02782,0.00439,0.00342,0.0000
1.259304,0.02245,0.01122,-0.00244,0.0000
1.260504,0.02147,0.00781,0.00098,0.0000
1.261705,0.02196,0.01464,0.00293,0.0000
1.262905,0.02245,0.00488,-0.00195,0.0000
1.264106,0.02538,0.01074,0.00049,0.0000
1.265306,0.02733,0.00878,0.00146,0.0000
1.266507,0.01854,0.00878,-0.00000,0.0000
1.267707,0.02342,0.01513,0.00293,0.0000
1.268908,0.02782,0.01269,0.00146,0.0000
1.270108,0.02538,0.00732,-0.00049,0.0000
1.271309,0.02635,0.01415,0.00293,0.0000
1.272509,0.02050,0.00781,0.00146,0.0000
1.273709,0.02782,0.01220,0.00878,0.0000
1.274910,0.02050,0.00488,-0.00439,0.0000
1.276110,0.02538,0.00878,0.00049,0.0000
1.277311,0.02928,0.00927,0.00000,0.0000
1.278511,0.03074,0.00878,0.00000,0.0000
1.279712,0.02635,0.00537,-0.00586,0.0000
1.280912,0.02782,0.00439,0.00049,0.0000
1.282113,0.02342,0.00976,-0.00146,0.0000
1.283313,0.02342,0.01171,0.00244,0.0000
1.284514,0.02830,0.01025,-0.00293,0.0000
1.285714,0.02489,0.00878,0.00537,0.0000
1.286915,0.02440,0.00537,-0.00000,0.0000
1.288115,0.02098,0.00927,-0.00146,0.0000
1.289316,0.02538,0.00830,0.00098,0.0000
1.290516,0.02684,0.00781,-0.00439,0.0000
1.291717,0.02245,0.01025,-0.00293,0.0000
1.292917,0.02342,0.01025,0.00195,0.0000
1.294118,0.02977,0.01122,-0.00098,0.0000
1.295318,0.02538,0.00927,0.00049,0.0000
1.296519,0.02391,0.00732,-0.00683,0.0000
1.297719,0.02147,0.00927,-0.00390,0.0000
1.298920,0.02294,0.00878,-0.00488,0.0000
1.300120,0.02440,0.00488,0.00488,0.0000
1.301321,0.02928,0.00878,-0.00049,0.0000
1.302521,0.02294,0.00488,0.00390,0.0000
1.303721,0.03026,0.00390,-0.00098,0.0000
1.304922,0.02245,0.00732,0.00293,0.0000
1.306122,0.02391,0.00781,-0.00195,0.0000
1.307323,0.02733,0.01220,-0.00146,0.0000
1.308523,0.02440,0.00878,-0.00049,0.0000
